SPDR S&P 500 ETF Trust,Last: 447.26,Change:  -1.44
"Date: February 8, 2022, 3:06 AM EST",Bid: 448.1,Ask: 448.13,Size: 5*1,"Volume: 84,472,859"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 18 2022,SPY220318C00330000,118.54,0,117.7,118.77,0,0.5851,0.9851,0.0006,136,330.00,SPY220318P00330000,0.44,-0.015,0.38,0.39,605,0.4447,-0.0165,0.0006,8560
Fri Mar 18 2022,SPY220318C00331000,0,0,116.71,117.79,0,0.581,0.9848,0.0006,4,331.00,SPY220318P00331000,0.37,-0.095,0.39,0.4,413,0.4425,-0.0169,0.0006,1660
Fri Mar 18 2022,SPY220318C00332000,0,0,115.7,116.79,0,0.5729,0.9844,0.0006,0,332.00,SPY220318P00332000,0.46,-0.015,0.4,0.41,58,0.4403,-0.0173,0.0007,795
Fri Mar 18 2022,SPY220318C00333000,0,0,114.7,115.8,0,0.5712,0.9839,0.0006,3,333.00,SPY220318P00333000,0.43,-0.055,0.4,0.41,650,0.4377,-0.0177,0.0007,2430
Fri Mar 18 2022,SPY220318C00334000,115.17,0,113.73,114.81,0,0.5621,0.9835,0.0007,4,334.00,SPY220318P00334000,0.73,0,0.41,0.42,0,0.4353,-0.0182,0.0007,2006
Fri Mar 18 2022,SPY220318C00335000,134.5,0,112.75,113.81,0,0.5586,0.9831,0.0007,794,335.00,SPY220318P00335000,0.41,-0.095,0.42,0.43,9,0.433,-0.0186,0.0007,3274
Fri Mar 18 2022,SPY220318C00336000,133.62,0,111.73,112.83,0,0.5568,0.9826,0.0007,0,336.00,SPY220318P00336000,0.42,-0.095,0.43,0.44,245,0.4306,-0.0191,0.0007,790
Fri Mar 18 2022,SPY220318C00337000,131.55,0,110.76,111.84,0,0.5447,0.9822,0.0007,1,337.00,SPY220318P00337000,0.5,-0.035,0.44,0.45,6,0.4282,-0.0196,0.0008,1440
Fri Mar 18 2022,SPY220318C00338000,0,0,109.77,110.86,0,0.5407,0.9817,0.0007,1,338.00,SPY220318P00338000,0.48,-0.065,0.45,0.46,17,0.4258,-0.0201,0.0008,4121
Fri Mar 18 2022,SPY220318C00339000,0,0,108.78,109.87,0,0.5348,0.9812,0.0008,0,339.00,SPY220318P00339000,0.44,-0.115,0.46,0.47,6,0.4233,-0.0206,0.0008,3468
Fri Mar 18 2022,SPY220318C00340000,109.2,-2.245,107.8,108.86,3,0.5323,0.9807,0.0008,698,340.00,SPY220318P00340000,0.48,-0.085,0.48,0.49,53,0.421,-0.0211,0.0008,5568
Fri Mar 18 2022,SPY220318C00341000,0,0,106.8,107.88,0,0.524,0.9802,0.0008,0,341.00,SPY220318P00341000,0.52,-0.055,0.49,0.5,19,0.4198,-0.0216,0.0008,1816
Fri Mar 18 2022,SPY220318C00342000,119.33,0,105.78,106.88,0,0.5201,0.9797,0.0008,12,342.00,SPY220318P00342000,0.5,-0.095,0.5,0.51,21,0.4172,-0.0222,0.0009,2415
Fri Mar 18 2022,SPY220318C00343000,125.04,0,104.8,105.9,0,0.5213,0.9792,0.0008,10,343.00,SPY220318P00343000,0.54,-0.065,0.51,0.52,21,0.4146,-0.0227,0.0009,2076
Fri Mar 18 2022,SPY220318C00344000,0,0,103.83,104.92,0,0.5108,0.9786,0.0009,0,344.00,SPY220318P00344000,0.55,-0.065,0.52,0.53,969,0.4117,-0.0233,0.0009,1670
Fri Mar 18 2022,SPY220318C00345000,105.87,0,102.82,103.9,0,0.5103,0.9781,0.0009,321,345.00,SPY220318P00345000,0.58,-0.055,0.53,0.54,2,0.4091,-0.0239,0.0009,4145
Fri Mar 18 2022,SPY220318C00346000,123.45,0,101.85,102.92,0,0.5,0.9775,0.0009,4,346.00,SPY220318P00346000,0.59,-0.055,0.55,0.56,19,0.4077,-0.0245,0.001,1734
Fri Mar 18 2022,SPY220318C00347000,0,0,100.85,101.94,0,0.4959,0.977,0.0009,1,347.00,SPY220318P00347000,0.6,-0.055,0.56,0.57,36,0.4048,-0.0252,0.001,1347
Fri Mar 18 2022,SPY220318C00348000,130,0,99.88,100.95,0,0.4921,0.9764,0.001,1,348.00,SPY220318P00348000,0.6,-0.075,0.57,0.58,29,0.402,-0.0258,0.001,3042
Fri Mar 18 2022,SPY220318C00349000,129.98,0,98.89,99.96,0,0.487,0.9758,0.001,7,349.00,SPY220318P00349000,0.62,-0.065,0.58,0.6,23,0.4007,-0.0265,0.001,2009
Fri Mar 18 2022,SPY220318C00350000,100.99,0,97.92,98.98,0,0.4825,0.9752,0.001,476,350.00,SPY220318P00350000,0.65,-0.055,0.6,0.61,741,0.3977,-0.0272,0.0011,22864
Fri Mar 18 2022,SPY220318C00351000,99.39,0,96.92,98,0,0.4794,0.9745,0.001,7,351.00,SPY220318P00351000,0.69,-0.035,0.61,0.62,28,0.3956,-0.0279,0.0011,2762
Fri Mar 18 2022,SPY220318C00352000,128.31,0,95.91,97.01,0,0.4737,0.9737,0.0011,2,352.00,SPY220318P00352000,0.73,-0.005,0.63,0.64,35,0.393,-0.0286,0.0011,2709
Fri Mar 18 2022,SPY220318C00353000,89.47,0,94.92,96.02,0,0.4683,0.973,0.0011,2,353.00,SPY220318P00353000,0.64,-0.115,0.64,0.65,45,0.3908,-0.0294,0.0012,3440
Fri Mar 18 2022,SPY220318C00354000,115.87,0,93.96,95.03,0,0.4646,0.9722,0.0011,6,354.00,SPY220318P00354000,0.69,-0.085,0.66,0.67,2,0.3881,-0.0302,0.0012,3014
Fri Mar 18 2022,SPY220318C00355000,96.55,0,92.99,94.05,0,0.46,0.9715,0.0012,233,355.00,SPY220318P00355000,0.63,-0.165,0.68,0.69,197,0.3861,-0.031,0.0012,13342
Fri Mar 18 2022,SPY220318C00356000,76.37,0,91.99,93.06,0,0.457,0.9707,0.0012,6,356.00,SPY220318P00356000,0.75,0,0.69,0.7,0,0.384,-0.0319,0.0013,4716
Fri Mar 18 2022,SPY220318C00357000,0,0,90.99,92.08,0,0.4533,0.9699,0.0012,2,357.00,SPY220318P00357000,0.69,-0.135,0.71,0.72,86,0.3811,-0.0327,0.0013,2196
Fri Mar 18 2022,SPY220318C00358000,74.47,0,90.03,91.11,0,0.4481,0.969,0.0013,7,358.00,SPY220318P00358000,0.87,0.025,0.73,0.74,1,0.3789,-0.0336,0.0014,3010
Fri Mar 18 2022,SPY220318C00359000,119,0,89.05,90.12,0,0.4441,0.9682,0.0013,0,359.00,SPY220318P00359000,0.68,-0.185,0.75,0.76,48,0.3768,-0.0346,0.0014,6201
Fri Mar 18 2022,SPY220318C00360000,89.7,-2.01,88.08,89.13,2,0.439,0.9673,0.0014,1404,360.00,SPY220318P00360000,0.83,-0.055,0.77,0.78,1295,0.3745,-0.0355,0.0014,52264
Fri Mar 18 2022,SPY220318C00361000,105.8,0,87.09,88.16,0,0.4368,0.9664,0.0014,3,361.00,SPY220318P00361000,0.96,0,0.79,0.8,0,0.3722,-0.0365,0.0015,4901
Fri Mar 18 2022,SPY220318C00362000,107.9,0,86.11,87.18,0,0.4339,0.9654,0.0014,3,362.00,SPY220318P00362000,0.72,-0.215,0.81,0.82,3,0.3699,-0.0375,0.0015,4259
Fri Mar 18 2022,SPY220318C00363000,100.13,0,85.11,86.19,0,0.4295,0.9644,0.0015,54,363.00,SPY220318P00363000,0.91,-0.045,0.83,0.84,29,0.3686,-0.0386,0.0016,5565
Fri Mar 18 2022,SPY220318C00364000,91.44,0,84.15,85.21,0,0.4265,0.9635,0.0015,105,364.00,SPY220318P00364000,0.76,-0.22,0.85,0.86,8,0.3661,-0.0397,0.0016,3553
Fri Mar 18 2022,SPY220318C00365000,83.6,0,83.18,84.22,0,0.422,0.9625,0.0016,459,365.00,SPY220318P00365000,0.99,-0.015,0.87,0.89,972,0.3634,-0.0408,0.0016,19057
Fri Mar 18 2022,SPY220318C00366000,114,0,82.23,83.25,0,0.417,0.9613,0.0016,2,366.00,SPY220318P00366000,0.89,-0.145,0.9,0.91,1,0.3617,-0.042,0.0017,2592
Fri Mar 18 2022,SPY220318C00367000,89.97,0,81.22,82.27,0,0.4156,0.9601,0.0016,22,367.00,SPY220318P00367000,0.93,-0.125,0.92,0.94,34,0.3592,-0.0432,0.0018,8657
Fri Mar 18 2022,SPY220318C00368000,103.9,0,80.24,81.3,0,0.4102,0.9589,0.0017,2,368.00,SPY220318P00368000,1.01,-0.075,0.95,0.96,7,0.3572,-0.0445,0.0018,3237
Fri Mar 18 2022,SPY220318C00369000,81.49,0,79.24,80.32,0,0.408,0.9576,0.0018,6,369.00,SPY220318P00369000,1.07,-0.045,0.98,0.99,53,0.3553,-0.0458,0.0018,3606
Fri Mar 18 2022,SPY220318C00370000,81.46,-0.635,78.3,79.33,1,0.4052,0.9564,0.0018,1731,370.00,SPY220318P00370000,1.13,-0.015,1.01,1.02,206,0.3532,-0.0472,0.0019,39538
Fri Mar 18 2022,SPY220318C00371000,98.74,0,77.29,78.37,0,0.402,0.955,0.0019,4,371.00,SPY220318P00371000,1.18,0.005,1.03,1.05,12,0.3514,-0.0486,0.002,3934
Fri Mar 18 2022,SPY220318C00372000,84.46,0,76.33,77.4,0,0.398,0.9536,0.0019,47,372.00,SPY220318P00372000,1.18,-0.025,1.06,1.08,251,0.3492,-0.0501,0.002,2994
Fri Mar 18 2022,SPY220318C00373000,68.45,0,75.35,76.43,0,0.3949,0.9522,0.002,16,373.00,SPY220318P00373000,1.01,-0.225,1.1,1.11,79,0.3469,-0.0516,0.0021,2421
Fri Mar 18 2022,SPY220318C00374000,0,0,74.38,75.46,0,0.3931,0.9508,0.002,10,374.00,SPY220318P00374000,1.18,-0.09,1.13,1.14,94,0.3453,-0.0531,0.0022,2976
Fri Mar 18 2022,SPY220318C00375000,78.63,0,73.44,74.49,0,0.3892,0.9492,0.0021,1448,375.00,SPY220318P00375000,1.31,0.005,1.16,1.18,329,0.3431,-0.0548,0.0022,13954
Fri Mar 18 2022,SPY220318C00376000,0,0,72.47,73.48,0,0.3841,0.9477,0.0022,32,376.00,SPY220318P00376000,1.05,-0.285,1.2,1.21,178,0.3413,-0.0565,0.0023,2950
Fri Mar 18 2022,SPY220318C00377000,100.03,0,71.49,72.51,0,0.3825,0.9461,0.0022,173,377.00,SPY220318P00377000,1.37,-0.005,1.23,1.25,189,0.3391,-0.0582,0.0024,2986
Fri Mar 18 2022,SPY220318C00378000,74.4,0,70.51,71.58,0,0.3793,0.9445,0.0023,56,378.00,SPY220318P00378000,1.15,-0.265,1.27,1.29,308,0.337,-0.06,0.0024,4377
Fri Mar 18 2022,SPY220318C00379000,0,0,69.55,70.62,0,0.3777,0.9427,0.0024,1,379.00,SPY220318P00379000,1.39,-0.065,1.31,1.33,402,0.3351,-0.0619,0.0025,5158
Fri Mar 18 2022,SPY220318C00380000,69.01,0,68.63,69.65,0,0.3724,0.9408,0.0024,1222,380.00,SPY220318P00380000,1.4,-0.095,1.35,1.37,1130,0.3334,-0.0638,0.0026,33349
Fri Mar 18 2022,SPY220318C00381000,86.95,0,67.66,68.71,0,0.3716,0.9389,0.0025,7,381.00,SPY220318P00381000,1.57,0.03,1.4,1.41,547,0.3312,-0.0658,0.0026,4431
Fri Mar 18 2022,SPY220318C00382000,95.25,0,66.69,67.69,0,0.3683,0.9369,0.0026,44,382.00,SPY220318P00382000,1.49,-0.095,1.44,1.46,365,0.3292,-0.0679,0.0027,5983
Fri Mar 18 2022,SPY220318C00383000,81.75,0,65.75,66.73,0,0.3654,0.9348,0.0027,49,383.00,SPY220318P00383000,1.69,0.065,1.49,1.5,585,0.3277,-0.0701,0.0028,6897
Fri Mar 18 2022,SPY220318C00384000,93.61,0,64.79,65.79,0,0.3634,0.9327,0.0028,3,384.00,SPY220318P00384000,1.74,0.065,1.53,1.55,336,0.3254,-0.0723,0.0029,4496
Fri Mar 18 2022,SPY220318C00385000,64.39,-3.08,63.84,64.86,2,0.3594,0.9305,0.0028,2623,385.00,SPY220318P00385000,1.8,0.075,1.58,1.6,1146,0.3236,-0.0746,0.003,13509
Fri Mar 18 2022,SPY220318C00386000,55.5,0,62.88,63.92,0,0.3574,0.9283,0.0029,37,386.00,SPY220318P00386000,1.66,-0.115,1.63,1.65,979,0.3218,-0.077,0.0031,4199
Fri Mar 18 2022,SPY220318C00387000,68.25,0,61.93,62.92,0,0.3548,0.926,0.003,41,387.00,SPY220318P00387000,1.73,-0.095,1.69,1.7,927,0.3201,-0.0795,0.0032,4971
Fri Mar 18 2022,SPY220318C00388000,61.1,-3.525,61.04,62.01,1,0.3534,0.9236,0.0031,76,388.00,SPY220318P00388000,1.7,-0.18,1.74,1.76,1474,0.3181,-0.0821,0.0033,6789
Fri Mar 18 2022,SPY220318C00389000,46.45,0,60.04,61.06,0,0.3495,0.9212,0.0032,52,389.00,SPY220318P00389000,1.85,-0.085,1.8,1.82,1109,0.3162,-0.0847,0.0034,5274
Fri Mar 18 2022,SPY220318C00390000,63.49,0,59.09,60.07,0,0.3472,0.9186,0.0033,2003,390.00,SPY220318P00390000,1.92,-0.075,1.86,1.88,4095,0.3145,-0.0875,0.0035,25831
Fri Mar 18 2022,SPY220318C00391000,61.27,0,58.21,59.18,0,0.3457,0.9158,0.0034,380,391.00,SPY220318P00391000,1.96,-0.095,1.92,1.94,1205,0.3126,-0.0903,0.0036,6486
Fri Mar 18 2022,SPY220318C00392000,61.28,0,57.26,58.24,0,0.3427,0.913,0.0035,90,392.00,SPY220318P00392000,2.03,-0.085,1.98,2,991,0.3108,-0.0932,0.0037,4309
Fri Mar 18 2022,SPY220318C00393000,56.16,-3.785,56.28,57.26,2,0.3394,0.9101,0.0036,527,393.00,SPY220318P00393000,2.28,0.105,2.05,2.07,1878,0.3088,-0.0963,0.0038,8220
Fri Mar 18 2022,SPY220318C00394000,60.07,0,55.32,56.24,0,0.3375,0.9071,0.0037,49,394.00,SPY220318P00394000,2.13,-0.11,2.12,2.13,1293,0.3069,-0.0994,0.0039,48470
Fri Mar 18 2022,SPY220318C00395000,53.95,0,54.41,55.37,0,0.334,0.904,0.0038,577,395.00,SPY220318P00395000,2.19,-0.115,2.19,2.21,2549,0.3052,-0.1026,0.004,13399
Fri Mar 18 2022,SPY220318C00396000,44.29,0,53.51,54.48,0,0.333,0.9008,0.004,186,396.00,SPY220318P00396000,2.11,-0.265,2.26,2.28,1139,0.3034,-0.106,0.0042,4000
Fri Mar 18 2022,SPY220318C00397000,56.31,0,52.6,53.55,0,0.3312,0.8976,0.0041,788,397.00,SPY220318P00397000,2.65,0.2,2.33,2.35,2422,0.3015,-0.1094,0.0043,6123
Fri Mar 18 2022,SPY220318C00398000,0,0,51.66,52.62,0,0.328,0.8943,0.0042,31,398.00,SPY220318P00398000,2.67,0.145,2.41,2.43,3054,0.2994,-0.113,0.0044,8843
Fri Mar 18 2022,SPY220318C00399000,48.42,0,50.7,51.67,0,0.3247,0.8909,0.0043,16,399.00,SPY220318P00399000,2.8,0.2,2.49,2.51,2638,0.298,-0.1167,0.0045,9313
Fri Mar 18 2022,SPY220318C00400000,49.52,-3.85,49.76,50.73,21,0.3231,0.8873,0.0045,3175,400.00,SPY220318P00400000,2.59,-0.09,2.58,2.6,7483,0.2959,-0.1204,0.0046,107306
Fri Mar 18 2022,SPY220318C00401000,53.65,0,48.83,49.8,0,0.3201,0.8835,0.0046,103,401.00,SPY220318P00401000,2.99,0.23,2.66,2.68,1903,0.2941,-0.1244,0.0048,6919
Fri Mar 18 2022,SPY220318C00402000,51.2,0,47.94,48.91,0,0.3183,0.8796,0.0047,90,402.00,SPY220318P00402000,3.08,0.235,2.75,2.77,925,0.2923,-0.1284,0.0049,4240
Fri Mar 18 2022,SPY220318C00403000,50.09,0,47.02,47.98,0,0.3155,0.8755,0.0049,77,403.00,SPY220318P00403000,2.69,-0.24,2.84,2.87,732,0.2903,-0.1326,0.0051,9833
Fri Mar 18 2022,SPY220318C00404000,49.42,0,46.2,47.09,0,0.3139,0.8714,0.005,206,404.00,SPY220318P00404000,3.07,0.05,2.94,2.96,694,0.2886,-0.1368,0.0052,3507
Fri Mar 18 2022,SPY220318C00405000,47.54,-1.275,45.26,46.17,4,0.3113,0.8672,0.0052,6419,405.00,SPY220318P00405000,3.09,-0.02,3.04,3.06,2066,0.2867,-0.1413,0.0054,65005
Fri Mar 18 2022,SPY220318C00406000,52.7,0,44.28,45.26,0,0.3089,0.8628,0.0053,199,406.00,SPY220318P00406000,3.5,0.29,3.14,3.17,1004,0.2849,-0.1458,0.0055,5001
Fri Mar 18 2022,SPY220318C00407000,43.57,0,43.45,44.38,0,0.3069,0.8584,0.0055,32,407.00,SPY220318P00407000,3.38,0.075,3.25,3.27,770,0.283,-0.1505,0.0057,4457
Fri Mar 18 2022,SPY220318C00408000,51.8,0,42.56,43.48,0,0.3041,0.8539,0.0056,820,408.00,SPY220318P00408000,3.51,0.105,3.36,3.38,661,0.2812,-0.1554,0.0058,5374
Fri Mar 18 2022,SPY220318C00409000,49.38,0,41.7,42.58,0,0.3021,0.8492,0.0058,112,409.00,SPY220318P00409000,3.79,0.28,3.47,3.5,1314,0.2793,-0.1604,0.006,5802
Fri Mar 18 2022,SPY220318C00410000,40.88,-3.365,40.78,41.65,5,0.2979,0.8442,0.006,1672,410.00,SPY220318P00410000,3.6,-0.02,3.59,3.62,5392,0.2776,-0.1655,0.0062,33563
Fri Mar 18 2022,SPY220318C00411000,41.52,0,39.91,40.7,0,0.2964,0.839,0.0061,120,411.00,SPY220318P00411000,3.98,0.25,3.71,3.74,1191,0.2756,-0.1708,0.0063,5345
Fri Mar 18 2022,SPY220318C00412000,38.1,0,39,39.92,0,0.2949,0.8337,0.0063,228,412.00,SPY220318P00412000,4.28,0.44,3.84,3.86,726,0.2737,-0.1762,0.0065,3490
Fri Mar 18 2022,SPY220318C00413000,38.3,0,38.12,39.03,0,0.2927,0.8283,0.0065,254,413.00,SPY220318P00413000,4.02,0.06,3.97,3.99,1318,0.2719,-0.1819,0.0067,5318
Fri Mar 18 2022,SPY220318C00414000,37.91,-2.785,37.25,38.16,9,0.2896,0.8227,0.0066,418,414.00,SPY220318P00414000,4.53,0.45,4.1,4.13,4093,0.2698,-0.1876,0.0068,7132
Fri Mar 18 2022,SPY220318C00415000,35.62,-4.2,36.43,37.25,26,0.2873,0.817,0.0068,3363,415.00,SPY220318P00415000,4.3,0.1,4.24,4.27,5426,0.2681,-0.1936,0.007,18181
Fri Mar 18 2022,SPY220318C00416000,36.16,0,35.51,36.41,0,0.2853,0.8112,0.007,807,416.00,SPY220318P00416000,4.66,0.33,4.38,4.41,1163,0.2661,-0.1997,0.0072,8049
Fri Mar 18 2022,SPY220318C00417000,37.61,0,34.63,35.53,0,0.2828,0.8053,0.0072,401,417.00,SPY220318P00417000,4.59,0.12,4.53,4.56,1386,0.2644,-0.206,0.0074,9519
Fri Mar 18 2022,SPY220318C00418000,31.31,0,33.79,34.68,0,0.2805,0.799,0.0074,695,418.00,SPY220318P00418000,5.05,0.45,4.68,4.71,1546,0.2624,-0.2125,0.0076,47738
Fri Mar 18 2022,SPY220318C00419000,35.04,-1.265,32.94,33.82,1,0.278,0.7925,0.0076,326,419.00,SPY220318P00419000,5.02,0.275,4.84,4.86,1682,0.2605,-0.2192,0.0078,6061
Fri Mar 18 2022,SPY220318C00420000,33.87,-1.505,32.12,32.98,22,0.2761,0.7858,0.0078,7791,420.00,SPY220318P00420000,5,0.11,5,5.03,5307,0.2583,-0.226,0.008,45150
Fri Mar 18 2022,SPY220318C00421000,34.96,0,31.38,32.14,0,0.2734,0.7789,0.008,683,421.00,SPY220318P00421000,5.24,0.2,5.17,5.19,1833,0.2566,-0.2331,0.0082,5275
Fri Mar 18 2022,SPY220318C00422000,32.29,0,30.44,31.29,0,0.2711,0.7719,0.0082,1923,422.00,SPY220318P00422000,5.92,0.73,5.34,5.37,2010,0.2544,-0.2403,0.0084,11318
Fri Mar 18 2022,SPY220318C00423000,30.73,-2.16,29.57,30.45,4,0.2694,0.7647,0.0084,753,423.00,SPY220318P00423000,5.9,0.55,5.52,5.55,1411,0.2526,-0.2478,0.0086,4296
Fri Mar 18 2022,SPY220318C00424000,31.57,0,28.75,29.58,0,0.2665,0.7573,0.0086,1442,424.00,SPY220318P00424000,6.03,0.515,5.7,5.73,3017,0.2503,-0.2555,0.0088,20663
Fri Mar 18 2022,SPY220318C00425000,28.08,-3.05,27.95,28.78,27,0.2638,0.7498,0.0088,3606,425.00,SPY220318P00425000,5.95,0.265,5.89,5.92,4096,0.2484,-0.2634,0.009,43831
Fri Mar 18 2022,SPY220318C00426000,29.46,-0.875,27.12,27.94,18,0.2619,0.7419,0.0091,1155,426.00,SPY220318P00426000,6.13,0.275,6.08,6.11,3039,0.2466,-0.2715,0.0092,7930
Fri Mar 18 2022,SPY220318C00427000,28.17,-1.305,26.34,27.07,3,0.2598,0.7337,0.0093,1716,427.00,SPY220318P00427000,6.92,0.885,6.28,6.31,1535,0.2445,-0.2798,0.0095,6637
Fri Mar 18 2022,SPY220318C00428000,27.71,-1,25.52,26.31,15,0.2582,0.7253,0.0095,3131,428.00,SPY220318P00428000,6.54,0.315,6.49,6.52,1807,0.2425,-0.2884,0.0097,14958
Fri Mar 18 2022,SPY220318C00429000,23.9,0,24.73,25.5,0,0.2558,0.7167,0.0097,1286,429.00,SPY220318P00429000,6.73,0.315,6.71,6.74,7185,0.2403,-0.2972,0.0099,25092
Fri Mar 18 2022,SPY220318C00430000,24.51,-2.58,23.9,24.7,81,0.2532,0.7079,0.01,10165,430.00,SPY220318P00430000,6.95,0.34,6.92,6.95,8902,0.238,-0.3063,0.0101,46245
Fri Mar 18 2022,SPY220318C00431000,24.27,-1.975,23.21,23.9,23,0.2507,0.6989,0.0102,4068,431.00,SPY220318P00431000,7.62,0.805,7.15,7.18,1790,0.2362,-0.3156,0.0103,7407
Fri Mar 18 2022,SPY220318C00432000,24.49,-0.955,22.43,23.11,43,0.2483,0.6897,0.0104,3190,432.00,SPY220318P00432000,7.4,0.375,7.39,7.42,2071,0.2339,-0.3251,0.0106,13200
Fri Mar 18 2022,SPY220318C00433000,23.08,-1.51,21.74,22.33,3,0.2456,0.6801,0.0106,5132,433.00,SPY220318P00433000,8.27,1.035,7.63,7.66,2344,0.232,-0.3349,0.0108,9728
Fri Mar 18 2022,SPY220318C00434000,21.02,-2.79,21,21.44,51,0.2432,0.6702,0.0109,4753,434.00,SPY220318P00434000,8.51,1.055,7.88,7.91,2982,0.2299,-0.3449,0.011,9558
Fri Mar 18 2022,SPY220318C00435000,20.46,-2.555,20.25,20.76,56,0.2413,0.6601,0.0111,5004,435.00,SPY220318P00435000,8.24,0.55,8.13,8.17,4789,0.2278,-0.3553,0.0112,30940
Fri Mar 18 2022,SPY220318C00436000,19.59,-2.67,19.54,19.95,2,0.239,0.6497,0.0113,4253,436.00,SPY220318P00436000,8.5,0.58,8.4,8.43,4301,0.2256,-0.3658,0.0114,5196
Fri Mar 18 2022,SPY220318C00437000,20.4,-1.07,18.82,19.17,7,0.2364,0.639,0.0116,6393,437.00,SPY220318P00437000,8.77,0.6,8.67,8.71,3260,0.2235,-0.3767,0.0117,5836
Fri Mar 18 2022,SPY220318C00438000,17.5,-3.21,18.12,18.43,38,0.2343,0.6282,0.0118,4374,438.00,SPY220318P00438000,9.74,1.32,8.96,8.99,1868,0.2212,-0.3878,0.0119,11837
Fri Mar 18 2022,SPY220318C00439000,18.39,-1.615,17.4,17.66,158,0.232,0.617,0.012,3133,439.00,SPY220318P00439000,10.01,1.33,9.25,9.29,2391,0.219,-0.3993,0.0121,4705
Fri Mar 18 2022,SPY220318C00440000,16.8,-2.4,16.71,16.8,1578,0.2288,0.6054,0.0123,18990,440.00,SPY220318P00440000,9.6,0.645,9.55,9.59,10501,0.217,-0.411,0.0123,51305
Fri Mar 18 2022,SPY220318C00441000,17.25,-1.22,16.05,16.12,681,0.2263,0.5936,0.0125,4228,441.00,SPY220318P00441000,10.41,1.185,9.86,9.9,962,0.2145,-0.4229,0.0125,6608
Fri Mar 18 2022,SPY220318C00442000,15.29,-2.47,15.36,15.41,437,0.2241,0.5815,0.0127,3542,442.00,SPY220318P00442000,10.32,0.805,10.18,10.22,2484,0.2124,-0.4352,0.0127,4025
Fri Mar 18 2022,SPY220318C00443000,14.06,-2.98,14.68,14.73,1264,0.2216,0.5691,0.0129,3508,443.00,SPY220318P00443000,10.64,0.825,10.52,10.56,4438,0.2101,-0.4478,0.0129,6565
Fri Mar 18 2022,SPY220318C00444000,13.23,-3.11,14.01,14.05,3778,0.2189,0.5564,0.0131,3199,444.00,SPY220318P00444000,11.32,1.2,10.86,10.9,2498,0.2079,-0.4606,0.0131,6355
Fri Mar 18 2022,SPY220318C00445000,13.1,-2.52,13.35,13.39,7731,0.2164,0.5434,0.0133,13119,445.00,SPY220318P00445000,11.4,0.965,11.22,11.26,8357,0.2055,-0.4738,0.0133,36652
Fri Mar 18 2022,SPY220318C00446000,12.71,-2.235,12.7,12.75,1861,0.2139,0.5301,0.0135,3997,446.00,SPY220318P00446000,12.12,1.36,11.59,11.63,2369,0.2034,-0.4872,0.0134,5153
Fri Mar 18 2022,SPY220318C00447000,12,-2.255,12.07,12.11,2078,0.2114,0.5165,0.0137,3451,447.00,SPY220318P00447000,11.99,0.89,11.97,12.01,3251,0.201,-0.5009,0.0136,5686
Fri Mar 18 2022,SPY220318C00448000,11.44,-2.17,11.44,11.49,3975,0.2089,0.5026,0.0138,3382,448.00,SPY220318P00448000,12.83,1.37,12.36,12.41,3024,0.1988,-0.5149,0.0138,3874
Fri Mar 18 2022,SPY220318C00449000,10.83,-2.115,10.84,10.88,2309,0.2064,0.4883,0.014,5351,449.00,SPY220318P00449000,13.51,1.69,12.77,12.82,2628,0.1966,-0.5292,0.0139,5468
Fri Mar 18 2022,SPY220318C00450000,10.29,-2.02,10.24,10.29,5997,0.2039,0.4737,0.0142,31829,450.00,SPY220318P00450000,13.2,1,13.19,13.24,6840,0.1944,-0.5437,0.014,45007
Fri Mar 18 2022,SPY220318C00451000,9.64,-2.04,9.66,9.71,2589,0.2016,0.4591,0.0143,10453,451.00,SPY220318P00451000,13.77,1.175,13.63,13.68,1548,0.1922,-0.5584,0.0141,7139
Fri Mar 18 2022,SPY220318C00452000,8.47,-2.58,9.1,9.13,3699,0.1989,0.4441,0.0144,8023,452.00,SPY220318P00452000,14.75,1.745,14.09,14.13,1668,0.1897,-0.5734,0.0142,19922
Fri Mar 18 2022,SPY220318C00453000,8.5,-1.96,8.55,8.59,4888,0.1967,0.4289,0.0144,10545,453.00,SPY220318P00453000,15.24,1.81,14.56,14.6,1271,0.1875,-0.5886,0.0142,7089
Fri Mar 18 2022,SPY220318C00454000,7.69,-2.185,8.03,8.06,4754,0.1942,0.4134,0.0145,8135,454.00,SPY220318P00454000,16.37,2.57,15.05,15.09,1474,0.1853,-0.604,0.0142,6828
Fri Mar 18 2022,SPY220318C00455000,7.51,-1.79,7.51,7.55,15134,0.1917,0.3976,0.0146,20966,455.00,SPY220318P00455000,15.7,1.4,15.31,15.78,1655,0.1825,-0.6195,0.0142,22460
Fri Mar 18 2022,SPY220318C00456000,6.99,-1.755,7.02,7.05,3024,0.1894,0.382,0.0146,5422,456.00,SPY220318P00456000,16.71,1.915,15.73,16.44,567,0.1821,-0.6351,0.0142,3614
Fri Mar 18 2022,SPY220318C00457000,6.56,-1.66,6.54,6.58,2972,0.1871,0.3663,0.0145,4326,457.00,SPY220318P00457000,17.12,1.865,16.5,16.85,149,0.1787,-0.6507,0.0142,6145
